State & Year,State,Year,Total_Population,Population Less Than 18,White,Black,Native,Asian,Hispanic,Others,Annual median household income,Mother Participation in Labor Force,Percentage of married-couple households with children under 18,Public_Enrollment,Public_rate,Public_Estimate,Private_Enrollment,Private_rate,Private_Estimate,Private/Public_ratio,Buddhist,Catholic,Evangelical Protestant,Hindu,Historically Black Protestant,Jehovah's Witness,Jewish,Mainline Protestant,Mormon,Muslim,Orthodox Christian,Other Christian,Other Faiths,Other World Religions,Unaffiliated (religious "nones"),Don't know,Sample size,Number Hospitals,Staffed Beds,Total Discharges,Patient Days,Gross Patient Revenue ($000)
"Rhode Island, 2010",Rhode Island,2010,1053994,223493,76.92%,5.40%,0.54%,2.91%,12.48%,1.81%,52254,77.6%,64.81%,,0.647712768,144759.2696,,0.112830367,25216.79729,0.174198152,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2011",Rhode Island,2011,1053829,220547,76.17%,5.49%,0.48%,3.08%,12.94%,1.83%,53636,75.8%,63.16%,142854,0.647725882,142854,25420,0.115258879,25420,0.177943915,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2012",Rhode Island,2012,1054893,217533,75.59%,5.51%,0.48%,3.17%,13.37%,1.88%,54554,76.6%,62.00%,142481,0.65498568,142481,,0.109244204,23764.21952,0.166788691,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2013",Rhode Island,2013,1055560,214861,75.05%,5.58%,0.48%,3.23%,13.74%,1.92%,55902,70.8%,61.82%,142008,0.660929624,142008,22180,0.10322953,22180,0.156188384,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2014",Rhode Island,2014,1056511,212475,74.44%,5.66%,0.49%,3.32%,14.14%,1.96%,54891,75.6%,61.06%,141959,0.668120955,141959,,0.100549915,21364.34322,0.150496575,< 1%,0.42,0.14,0.01,0.02,0.02,0.01,0.14,0.01,< 1%,< 1%,< 1%,0.01,0.01,0.2,0.01,305,,,,,
"Rhode Island, 2015",Rhode Island,2015,1056886,210687,73.79%,5.74%,0.49%,3.41%,14.58%,1.99%,58073,79.6%,62.06%,142014,0.67405203,142014,20620,0.0978703,20620,0.145196952,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2016",Rhode Island,2016,1057816,209181,73.16%,5.81%,0.49%,3.48%,15.01%,2.04%,60596,76.9%,61.52%,142150,0.679555027,142150,,0.094286022,19722.84426,0.138746706,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2017",Rhode Island,2017,1056554,206942,72.64%,5.88%,0.48%,3.47%,15.43%,2.08%,63870,83.1%,67.99%,142949,0.690768428,142949,18770,0.090701743,18770,0.131305571,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2018",Rhode Island,2018,1059338,206059,71.92%,5.99%,0.49%,3.54%,15.94%,2.12%,64340,69.1%,63.69%,143436,0.696091896,143436,,0.090701743,18689.91036,0.130301391,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2019",Rhode Island,2019,1058158,203923,71.42%,6.08%,0.49%,3.53%,16.33%,2.16%,71169,83.7%,63.58%,143557,0.703976501,143557,,0.090701743,18496.17144,0.128842003,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2020",Rhode Island,2020,1057125,211666,70.96%,6.14%,0.49%,3.52%,16.69%,2.20%,,,,139184,0.657564276,139184,,0.090701743,19198.47503,0.137935934,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2021",Rhode Island,2021,,208581,70.11%,7.32%,1.16%,4.06%,17.36%,,74008,79.8%,65.43%,138566,0.664327048,138566,,0.090701743,18918.66016,0.136531762,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2022",Rhode Island,2022,,205767,69.58%,7.42%,1.16%,4.05%,17.80%,,81854,81.5%,63.86%,137449,0.66798369,137449,,0.090701743,18663.42545,0.135784367,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2023",Rhode Island,2023,,203838,68.92%,7.53%,1.15%,4.11%,18.29%,,,,66.42%,,0.66798369,136160.4595,,0.090701743,18488.46179,0.135784367,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island, 2024",Rhode Island,2024,,,,,,,,,,,,,0.66798369,,,0.090701743,,,,,,,,,,,,,,,,,,,,11,2439,92970,495382,11840032
"South Carolina, 1990",South Carolina,1990,3499064,921041,68.54%,29.74%,0.23%,0.62%,0.88%,,,,,622112,0.675444416,622112,,0.067121473,61821.62831,0.099373792,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 1991",South Carolina,1991,3559470,936122,68.45%,29.77%,0.23%,0.63%,0.92%,,,,,,0.672861491,629880.4444,,0.067121473,62833.88724,0.09975526,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 1992",South Carolina,1992,3600576,947868,68.32%,29.85%,0.22%,0.64%,0.96%,,,,,,0.671570028,636559.7395,,0.067121473,63622.29606,0.099947094,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 1993",South Carolina,1993,3634507,956951,68.16%,29.96%,0.22%,0.68%,0.99%,,27477,,,,0.670924297,642041.6769,,0.067121473,64231.96039,0.100043288,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 1994",South Carolina,1994,3666456,969766,68.08%,30.00%,0.22%,0.69%,1.01%,,30692,,,,0.670601431,650326.4677,,0.067121473,65092.12206,0.100091455,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 1995",South Carolina,1995,3699943,975884,67.95%,30.02%,0.22%,0.74%,1.07%,,29071,,,,0.670439999,654271.6676,,0.067121473,65502.77123,0.100115555,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 1996",South Carolina,1996,3738974,987576,67.91%,29.97%,0.22%,0.77%,1.12%,,32064,,,,0.670359282,662030.7385,,0.067121473,66287.55549,0.10012761,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 1997",South Carolina,1997,3790066,1001681,67.85%,29.87%,0.23%,0.83%,1.23%,,33446,,,,0.670318924,671445.7301,,0.067121473,67234.30386,0.100133638,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 1998",South Carolina,1998,3839578,1006371,67.89%,29.74%,0.23%,0.84%,1.31%,,34692,,,,0.670298745,674569.2182,,0.067121473,67549.10357,0.100136653,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 1999",South Carolina,1999,3885736,1007050,67.88%,29.62%,0.23%,0.87%,1.40%,,35376,,,,0.670288655,675014.1904,,0.067121473,67594.67905,0.10013816,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2000",South Carolina,2000,4024223,1010641,66.18%,29.44%,0.37%,0.91%,2.40%,0.71%,37119,,,677411,0.670278566,677411,,0.067121473,67835.71226,0.100139667,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2001",South Carolina,2001,4064995,1016134,65.94%,29.34%,0.37%,0.94%,2.65%,0.77%,37736,,,,0.672993533,683851.6102,,0.067121473,68204.41051,0.099735688,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2002",South Carolina,2002,4107795,1020531,65.73%,29.18%,0.39%,0.98%,2.91%,0.83%,38460,,,,0.674351016,688196.1167,,0.067121473,68499.54362,0.099534917,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2003",South Carolina,2003,4150297,1023785,65.50%,29.05%,0.39%,1.03%,3.16%,0.89%,38791,,,,0.675029758,691085.3405,,0.067121473,68717.9569,0.099434835,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2004",South Carolina,2004,4210921,1029111,65.32%,28.86%,0.40%,1.07%,3.42%,0.94%,42599.27309,,,,0.675369129,695029.7992,,0.067121473,69075.44586,0.099384869,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2005",South Carolina,2005,4270150,1036941,65.15%,28.64%,0.41%,1.11%,3.71%,0.99%,42599.27309,,,,0.675538814,700493.8933,,0.067121473,69601.00699,0.099359905,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2006",South Carolina,2006,4357847,1050042,64.96%,28.41%,0.41%,1.15%,4.03%,1.06%,42476.94318,,,,0.675623657,709433.2157,,0.067121473,70480.3654,0.099347428,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2007",South Carolina,2007,4444110,1064190,64.77%,28.14%,0.42%,1.19%,4.37%,1.13%,42560.5327,,,,0.675666078,719037.0836,71430,0.067121473,71430,0.099341191,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2008",South Carolina,2008,4528996,1074116,64.52%,27.97%,0.43%,1.22%,4.68%,1.20%,43457.70818,,,,0.675687289,725766.5278,,0.06241983,67046.13778,0.09237976,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2009",South Carolina,2009,4589872,1079729,64.34%,27.80%,0.43%,1.26%,4.92%,1.28%,42944.53506,,,,0.675697894,729570.6114,62320,0.057718187,62320,0.085420107,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2010",South Carolina,2010,4635846,1079519,64.09%,27.76%,0.43%,1.29%,5.12%,1.33%,42018,71.2%,62.04%,,0.675703197,729434.4392,,0.057148892,61693.31436,0.084576915,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2011",South Carolina,2011,4672655,1076183,64.11%,27.63%,0.41%,1.34%,5.13%,1.38%,42367,70.2%,62.87%,727186,0.675708499,727186,60890,0.056579597,60890,0.083733735,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2012",South Carolina,2012,4719027,1076661,64.05%,27.54%,0.41%,1.39%,5.17%,1.43%,43107,71.6%,60.81%,735998,0.683593072,735998,,0.058600025,63092.36124,0.08572355,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2013",South Carolina,2013,4766469,1078019,63.99%,27.46%,0.41%,1.43%,5.22%,1.48%,44163,70.2%,62.29%,745657,0.69169189,745657,65350,0.060620453,65350,0.087640832,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2014",South Carolina,2014,4826858,1083912,63.94%,27.31%,0.42%,1.48%,5.31%,1.54%,45238,70.3%,61.41%,756523,0.697956107,756523,,0.059068165,64024.69333,0.084630201,< 1%,0.1,0.35,< 1%,0.15,0.01,0.01,0.16,0.01,< 1%,0.01,< 1%,0.01,< 1%,0.19,0.01,495,,,,,
"South Carolina, 2015",South Carolina,2015,4896006,1092394,63.89%,27.14%,0.42%,1.54%,5.42%,1.59%,47238,71.6%,62.98%,763533,0.698953857,763533,62830,0.057515878,62830,0.082288519,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2016",South Carolina,2016,4963031,1098914,63.86%,26.97%,0.42%,1.60%,5.51%,1.64%,49501,73.7%,62.86%,771250,0.701829261,771250,,0.058261136,64023.97792,0.083013261,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2017",South Carolina,2017,5027102,1104965,63.80%,26.77%,0.42%,1.66%,5.66%,1.68%,50570,73.9%,62.25%,777507,0.703648532,777507,65200,0.059006394,65200,0.083857766,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2018",South Carolina,2018,5091702,1108588,63.70%,26.60%,0.42%,1.72%,5.83%,1.74%,52306,72.2%,63.25%,780882,0.704393336,780882,,0.059006394,65413.78016,0.083769097,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2019",South Carolina,2019,5157702,1113673,63.60%,26.41%,0.42%,1.78%,6.00%,1.78%,56227,75.1%,64.57%,786879,0.70656198,786879,,0.059006394,65713.82768,0.083511986,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2020",South Carolina,2020,5218040,1118808,63.54%,26.24%,0.42%,1.84%,6.13%,1.83%,,,,766819,0.685389271,766819,,0.059006394,66016.82551,0.086091797,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2021",South Carolina,2021,,1122726,63.14%,26.41%,1.00%,2.29%,7.16%,,59318,73.2%,63.65%,780878,0.695519655,780878,,0.059006394,66248.01256,0.084837852,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2022",South Carolina,2022,,1134671,63.15%,26.11%,1.01%,2.36%,7.38%,,64115,73.9%,65.88%,789231,0.69555933,789231,,0.059006394,66952.84394,0.084833013,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2023",South Carolina,2023,,1144201,63.11%,25.86%,1.02%,2.43%,7.58%,,,,66.09%,,0.69555933,795859.6804,,0.059006394,67515.17487,0.084833013,,,,,,,,,,,,,,,,,,,,,,
"South Carolina, 2024",South Carolina,2024,,,,,,,,,,,,,0.69555933,,,0.059006394,,,,,,,,,,,,,,,,,,,,67,11265,500670,2506771,83139101
"South Dakota, 1990",South Dakota,1990,696667,199453,91.21%,0.46%,7.13%,0.44%,0.76%,,,,,129164,0.647591162,129164,,0.061756023,12317.42415,0.095362672,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 1991",South Dakota,1991,701445,201749,91.04%,0.48%,7.22%,0.47%,0.80%,,,,,,0.641050282,129331.2533,,0.061756023,12459.21598,0.096335694,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 1992",South Dakota,1992,708698,206632,90.80%,0.52%,7.36%,0.50%,0.82%,,,,,,0.637779842,131785.7242,,0.061756023,12760.77064,0.096829689,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 1993",South Dakota,1993,716258,207975,90.75%,0.53%,7.37%,0.51%,0.85%,,29253,,,,0.636144622,132302.1777,,0.061756023,12843.70898,0.097078591,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 1994",South Dakota,1994,723038,208443,90.67%,0.55%,7.36%,0.53%,0.89%,,30576,,,,0.635327011,132429.4683,,0.061756023,12872.6108,0.097203523,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 1995",South Dakota,1995,728251,207890,90.55%,0.52%,7.44%,0.55%,0.95%,,29578,,,,0.634918206,131993.1459,,0.061756023,12838.45972,0.097266109,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 1996",South Dakota,1996,730699,205780,90.19%,0.58%,7.64%,0.59%,1.00%,,30485,,,,0.634713804,130611.4066,,0.061756023,12708.15451,0.097297432,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 1997",South Dakota,1997,730855,205978,89.90%,0.60%,7.81%,0.59%,1.09%,,30349,,,,0.634611603,130716.0287,,0.061756023,12720.3822,0.097313102,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 1998",South Dakota,1998,730789,204786,89.68%,0.62%,7.91%,0.60%,1.18%,,31205,,,,0.634560502,129949.107,,0.061756023,12646.76902,0.097320938,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 1999",South Dakota,1999,733133,203737,89.41%,0.64%,8.09%,0.63%,1.22%,,33438,,,,0.634534952,129278.2475,,0.061756023,12581.98695,0.097324857,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2000",South Dakota,2000,755844,202681,88.09%,0.63%,8.26%,0.59%,1.45%,1.09%,36172,,,128603,0.634509401,128603,,0.061756023,12516.77259,0.097328776,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2001",South Dakota,2001,757972,200795,87.68%,0.70%,8.32%,0.62%,1.66%,1.16%,39671,,,,0.630928687,126687.3257,,0.061756023,12400.30073,0.097881147,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2002",South Dakota,2002,760020,198694,87.30%,0.76%,8.39%,0.65%,1.82%,1.23%,38755,,,,0.62913833,125006.0113,,0.061756023,12270.55133,0.09815969,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2003",South Dakota,2003,763729,197326,86.92%,0.82%,8.46%,0.69%,1.98%,1.30%,39829,,,,0.628243151,123968.7081,,0.061756023,12186.06909,0.098299557,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2004",South Dakota,2004,770396,196804,86.57%,0.87%,8.53%,0.73%,2.13%,1.35%,45476.46238,,,,0.627795562,123552.6778,,0.061756023,12153.83244,0.09836964,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2005",South Dakota,2005,775493,196476,86.24%,0.93%,8.57%,0.76%,2.26%,1.44%,45476.46238,,,,0.627571768,123302.7906,,0.061756023,12133.57647,0.098404719,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2006",South Dakota,2006,783033,197332,85.95%,0.98%,8.61%,0.80%,2.38%,1.49%,46566.85451,,,,0.62745987,123817.9111,,0.061756023,12186.43962,0.098422268,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2007",South Dakota,2007,791623,198847,85.63%,1.06%,8.66%,0.83%,2.48%,1.56%,46321.25779,,,,0.627403922,124757.3876,12280,0.061756023,12280,0.098431045,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2008",South Dakota,2008,799124,199848,85.34%,1.11%,8.71%,0.84%,2.60%,1.62%,49437.41528,,,,0.627375947,125379.8283,,0.059381421,11867.25827,0.094650459,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2009",South Dakota,2009,807067,201204,84.95%,1.19%,8.77%,0.93%,2.69%,1.71%,48416.26509,,,,0.62736196,126227.7358,11470,0.057006819,11470,0.09086751,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2010",South Dakota,2010,816193,203215,84.71%,1.23%,8.83%,0.94%,2.75%,1.78%,45904,79.0%,70.28%,,0.627354966,127487.9395,,0.059107303,12011.49067,0.094216682,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2011",South Dakota,2011,823740,204059,84.25%,1.35%,8.58%,1.01%,2.99%,1.82%,48321,80.8%,66.76%,128016,0.627347973,128016,12490,0.061207788,12490,0.097565929,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2012",South Dakota,2012,833859,205596,83.63%,1.58%,8.55%,1.14%,3.24%,1.86%,48362,77.6%,65.99%,130471,0.634598922,130471,,0.054535625,11212.30632,0.085937153,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2013",South Dakota,2013,842751,207883,83.31%,1.66%,8.52%,1.18%,3.41%,1.91%,48947,78.5%,66.79%,130890,0.629633015,130890,9950,0.047863462,9950,0.07601803,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2014",South Dakota,2014,849670,209841,83.10%,1.71%,8.49%,1.23%,3.52%,1.95%,50979,78.1%,67.61%,133040,0.634003841,133040,,0.049334293,10352.35735,0.077813871,0.01,0.22,0.25,< 1%,< 1%,< 1%,< 1%,0.32,< 1%,< 1%,< 1%,< 1%,0.02,< 1%,0.18,< 1%,305,,,,,
"South Dakota, 2015",South Dakota,2015,854663,211396,82.79%,1.77%,8.50%,1.31%,3.62%,2.01%,53017,79.4%,68.26%,134253,0.635078242,134253,10740,0.050805124,10740,0.079998212,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2016",South Dakota,2016,863693,213789,82.28%,1.96%,8.46%,1.44%,3.80%,2.07%,54467,77.2%,69.96%,136302,0.63755385,136302,,0.05355978,11450.49174,0.084008245,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2017",South Dakota,2017,873732,216108,81.77%,2.12%,8.40%,1.56%,4.04%,2.12%,56521,76.9%,70.17%,137823,0.637750569,137823,12170,0.056314435,12170,0.088301662,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2018",South Dakota,2018,879386,216722,81.57%,2.16%,8.39%,1.53%,4.21%,2.16%,56274,79.3%,68.18%,138975,0.641259309,138975,,0.056314435,12204.57706,0.087818507,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2019",South Dakota,2019,887127,217817,81.33%,2.23%,8.31%,1.59%,4.33%,2.21%,59533,80.2%,71.49%,139949,0.642507242,139949,,0.056314435,12266.24137,0.087647939,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2020",South Dakota,2020,892717,219103,81.12%,2.29%,8.24%,1.64%,4.44%,2.27%,,,,139566,0.636988083,139566,,0.056314435,12338.66173,0.088407361,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2021",South Dakota,2021,,219786,81.09%,3.06%,9.01%,2.08%,4.75%,,66143,80.7%,71.36%,141307,0.642929941,141307,,0.056314435,12377.12449,0.087590314,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2022",South Dakota,2022,,221389,80.74%,3.15%,8.93%,2.16%,5.03%,,69728,80.9%,71.85%,141888,0.640899051,141888,,0.056314435,12467.39653,0.087867871,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2023",South Dakota,2023,,221898,80.42%,3.22%,8.90%,2.18%,5.27%,,,,69.25%,,0.640899051,142214.2176,,0.056314435,12496.06058,0.087867871,,,,,,,,,,,,,,,,,,,,,,
"South Dakota, 2024",South Dakota,2024,,,,,,,,,,,,,0.640899051,,,0.056314435,,,,,,,,,,,,,,,,,,,,22,2668,90611,415461,14833614
"Tennessee, 1990",Tennessee,1990,4890626,1220200,82.57%,15.92%,0.20%,0.64%,0.68%,,,,,824595,0.675786756,824595,,0.079271784,96727.43091,0.117302956,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 1991",Tennessee,1991,4946886,1233260,82.44%,15.99%,0.20%,0.66%,0.71%,,,,,,0.662666809,817240.4692,,0.079271784,97762.72041,0.119625403,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 1992",Tennessee,1992,5013999,1259458,82.29%,16.09%,0.20%,0.69%,0.73%,,,,,,0.656106836,826339.0032,,0.079271784,99839.48261,0.120821457,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 1993",Tennessee,1993,5085666,1285044,82.08%,16.21%,0.20%,0.74%,0.78%,,26474,,,,0.652826849,838911.2254,,0.079271784,101867.7305,0.121428498,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 1994",Tennessee,1994,5163016,1310988,81.91%,16.26%,0.20%,0.78%,0.84%,,29451,,,,0.651186856,853698.1536,,0.079271784,103924.3576,0.121734312,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 1995",Tennessee,1995,5241168,1331616,81.78%,16.28%,0.20%,0.83%,0.91%,,29015,,,,0.650366859,866038.9153,,0.079271784,105559.576,0.121887798,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 1996",Tennessee,1996,5313576,1345723,81.61%,16.32%,0.21%,0.87%,0.99%,,30327,,,,0.649956861,874661.8964,,0.079271784,106677.8631,0.121964685,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 1997",Tennessee,1997,5378433,1359030,81.48%,16.37%,0.21%,0.90%,1.05%,,30896,,,,0.649751862,883032.2723,,0.079271784,107732.7327,0.122003166,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 1998",Tennessee,1998,5432679,1369987,81.27%,16.46%,0.20%,0.93%,1.14%,,32397,,,,0.649649362,890011.1804,,0.079271784,108601.3136,0.122022415,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 1999",Tennessee,1999,5483535,1385997,81.09%,16.53%,0.20%,0.95%,1.22%,,34393,,,,0.649598112,900341.0346,,0.079271784,109870.4549,0.122032042,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2000",Tennessee,2000,5703719,1399685,79.30%,16.38%,0.29%,1.02%,2.20%,0.81%,33885,,,909161,0.649546862,909161,,0.079271784,110955.5271,0.12204167,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2001",Tennessee,2001,5750789,1407578,78.93%,16.45%,0.30%,1.05%,2.42%,0.87%,35783,,,,0.659860591,928805.2504,,0.079271784,111581.2193,0.120134139,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2002",Tennessee,2002,5795918,1414857,78.54%,16.51%,0.30%,1.10%,2.64%,0.92%,36329,,,,0.665017455,940904.601,,0.079271784,112158.2386,0.119202562,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2003",Tennessee,2003,5847812,1424861,78.17%,16.55%,0.30%,1.15%,2.86%,0.97%,37529,,,,0.667595887,951231.343,,0.079271784,112951.2735,0.11874217,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2004",Tennessee,2004,5910809,1433343,77.77%,16.59%,0.31%,1.21%,3.11%,1.03%,41821.9578,,,,0.668885103,958741.7801,,0.079271784,113623.6568,0.118513305,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2005",Tennessee,2005,5991057,1449326,77.37%,16.58%,0.31%,1.26%,3.41%,1.08%,41821.9578,,,,0.669529711,970366.8178,,0.079271784,114890.6577,0.118399203,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2006",Tennessee,2006,6088766,1470166,76.97%,16.61%,0.31%,1.30%,3.68%,1.14%,41521.20559,,,,0.669852015,984793.6574,,0.079271784,116542.6817,0.118342234,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2007",Tennessee,2007,6175727,1482747,76.61%,16.56%,0.32%,1.35%,3.98%,1.20%,41631.65474,,,,0.670013167,993460.0132,117540,0.079271784,117540,0.11831377,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2008",Tennessee,2008,6247411,1494354,76.33%,16.53%,0.32%,1.38%,4.20%,1.26%,41978.40117,,,,0.670093743,1001357.265,,0.072522376,108374.1026,0.10822721,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2009",Tennessee,2009,6306019,1494687,75.99%,16.55%,0.32%,1.42%,4.42%,1.32%,40894.61517,,,,0.670134031,1001640.624,98310,0.065772968,98310,0.098148974,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2010",Tennessee,2010,6355518,1494766,75.68%,16.60%,0.32%,1.45%,4.60%,1.37%,41461,65.6%,64.81%,,0.670154175,1001723.675,,0.063868101,95467.86651,0.095303594,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2011",Tennessee,2011,6400298,1491691,75.44%,16.64%,0.31%,1.51%,4.68%,1.42%,41693,68.3%,66.07%,999693,0.670174319,999693,92430,0.061963235,92430,0.092458385,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2012",Tennessee,2012,6455752,1492197,75.15%,16.71%,0.31%,1.56%,4.79%,1.47%,42764,66.8%,65.46%,993496,0.665794128,993496,,0.062465047,93210.15537,0.093820363,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2013",Tennessee,2013,6496943,1492690,74.91%,16.75%,0.31%,1.62%,4.88%,1.53%,44297,66.9%,64.89%,993556,0.665614428,993556,93990,0.062966858,93990,0.0945996,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2014",Tennessee,2014,6544617,1495778,74.69%,16.77%,0.32%,1.65%,4.99%,1.58%,44361,67.6%,65.42%,995475,0.665523226,995475,,0.06213206,92935.76885,0.093358215,0.01,0.06,0.52,< 1%,0.08,0.01,0.01,0.13,0.01,0.01,< 1%,< 1%,0.01,< 1%,0.14,0.01,661,,,,,
"Tennessee, 2015",Tennessee,2015,6595354,1500067,74.46%,16.78%,0.32%,1.71%,5.12%,1.62%,47275,69.5%,64.98%,1001235,0.667460187,1001235,91950,0.061297262,91950,0.091836582,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2016",Tennessee,2016,6651277,1504184,74.24%,16.77%,0.32%,1.75%,5.25%,1.67%,48547,67.6%,65.46%,1001562,0.66585072,1001562,,0.063514025,95536.78044,0.095387785,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2017",Tennessee,2017,6714748,1507817,73.97%,16.76%,0.33%,1.80%,5.42%,1.72%,51340,73.7%,65.31%,1001967,0.664514991,1001967,99110,0.065730788,99110,0.098915433,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2018",Tennessee,2018,6778180,1510375,73.71%,16.74%,0.33%,1.87%,5.59%,1.77%,52375,70.0%,65.55%,1007624,0.667134983,1007624,,0.065730788,99278.13936,0.09852697,,,,,,,,,,,,,,,,,,,,,,
"Tennessee, 2019",Tennessee,2019,6830325,1510976,73.51%,16.71%,0.34%,1.89%,5.73%,1.82%,56071,71.0%,65.72%,1014744,0.671581812,1014744,,0.065730788,99317.64356,0.097874581,,,,,,,,,,,,,,,,,,,,,,
